row1,row2,row3,row4
PECK,ACRE,SHAG,SOPS
PECK,ACRE,SHAG,SOWS
PEAT,ECRU,WHIM,SODS
PECK,ACRE,SHAG,TOGS
PECK,ACRE,SHAG,TOMS
PECK,ACRE,SHAG,TOPS
PATS,SLIT,SOLE,TEEM
PECK,ACRE,SHIN,SOBS
PEAT,ECRU,WHIT,SODS
PATS,SLIT,SORE,TEEM
PECK,ACRE,SHOE,SOWN
PECK,ACRE,SHOE,TOWN
PEAS,HARP,UREA,TSAR
PECK,ACRE,SHUN,SODS
PECK,ACRE,THEN,SODS
PECK,ACRE,THEN,SOWS
PECK,ACRE,THIN,HOBS
PECK,ACRE,THIN,SOBS
PECK,ACRE,THUG,SODS
PECK,ACRE,TRAY,HUBS
PECK,ACRE,TRAY,HUGS
PECK,ACRE,TRAY,HUMS
PECK,ACRE,TRAY,SUBS
PECK,ACRE,TRAY,SUMS
PECK,ACRE,TRAY,SUPS
PEAS,HART,UREA,TSAR
PECK,ACRE,TRIG,HUBS
PECK,ACRE,TRIG,SUBS
PECK,ACRE,WHEY,NODS
PECK,ACRE,WHEY,SODS
PECK,ACRE,WHEY,SOWS
PEAS,HAUL,ACRE,THAW
PECK,ACRE,WREN,SUDS
PATS,SLOE,SOIL,TELL
PATS,SLOE,SOLE,TEDS
PATS,SLOE,SORE,TEED
PATS,SLOE,SORE,TEEM
PATS,SLOE,SORE,TEEN
PATS,SLOE,SORE,TEES
PATS,SLOE,SORE,TEND
PATS,SLOE,SORE,TENS
PATS,SLOE,SORT,TEES
PATS,SLOE,SORT,TENS
PATS,SLOE,SOWN,TEND
PATS,SLOE,SOWN,TENT
PATS,SLOE,SOYA,TEST
PAWS,RUIN,ERGO,PAST
PATS,SLOE,STEW,TOSS
PATS,SLOE,STOW,TOTS
PATS,SLOE,STUN,TORT
PEAT,EMIR,EURO,PSST
PECK,AGUE,POSY,ASPS
PEAR,RACE,ISMS,MEET
PEAR,RACE,ORES,PSST
PECK,AGUE,ROSY,ASPS
PATS,SLOP,SORE,TEED
PATS,SLOP,SORE,TEND
PEAS,HUGE,AREA,TOSS
PATS,SLOP,SOYA,TEST
PEAS,HUGE,UREA,TOSS
PEAS,HULA,ARES,TOSH
PEAS,HULA,ARES,TOSS
PEAS,HULA,ARMS,TOSH
PEAS,HULA,ARMS,TOSS
PEAS,HULA,ARMY,TOSS
PATS,SLOT,SORE,TEEM
PATS,SLOT,SOYA,TEST
PEAR,RAGE,ORES,PSST
PATS,SLOW,SOYA,TEST
PECK,ALOE,DALE,SNAP
PAWS,SHAH,SOLO,TYKE
PECK,ALOE,DAME,SNAP
PEAS,IDEA,EGOS,DENS
PEAS,IDLE,CITE,STOP
PEAR,RAPE,ASPS,TEST
PEAR,RAPE,ORES,PSST
PECK,ALOE,ISLE,DEAL
PECK,ALOE,ISLE,DEAN
PECK,ALOE,ISLE,LEAN
PECK,ALOE,ISLE,LEAP
PECK,ALOE,ISLE,REAL
PECK,ALOE,ISLE,REAP
PECK,ALOE,LAME,SNAP
PEAR,RARE,ICES,GHAT
PEAR,RARE,IRIS,GNAT
PECK,ALOE,NAME,SNAP
PEAR,RARE,ORCS,PSST
PECK,ALOE,NARY,ENDS
PEAS,IDLE,SITE,STOP
PEAR,RARE,ORES,FLAT
PEAR,RARE,ORES,PSST
PEAR,RARE,ORES,SLAT
PECK,ALOE,PALE,ANAL
PEAR,RODE,ENDS,PSST
PEAR,ROLE,ONES,PSST
PECK,ALOE,SALE,SNAP
PEAR,ROPE,ONES,PSST
PEAS,ITCH,ECHO,SHED
PAWS,SLAP,SODA,TEEM
PAWS,SLAP,SODA,TEEN
PAWS,SLAP,SODA,TEES
PAWS,SLAP,SODA,TEST
PAWS,SLAP,SORE,TEED
PAWS,SLAP,SORE,TEND
PAWS,SLAP,SOYA,TEST
PECK,ALOE,TALE,SNAP
PECK,ALOE,TALL,SNAP
PECK,ALOE,TAME,SNAP
PAWS,SLAT,SODA,TEST
PECK,ALOE,TARN,ENDS
PAWS,SLAT,SORE,TEEM
PAWS,SLAT,SORE,TEMP
PAWS,SLAT,SOYA,TEST
PEAR,RULE,ARES,MOST
PEAR,RULE,ARID,TOTS
PEAR,RULE,ARMS,MOST
PEAR,RULE,ARSE,MOOD
PEAR,RULE,ARSE,TOOK
PEAR,RULE,ARSE,TOOL
PAWS,SLAW,SODA,TEEM
PAWS,SLAW,SODA,TEEN
PAWS,SLAW,SODA,TEST
PEAR,RULE,ARTS,MOOT
PEAR,RULE,ARTS,TOOT
PECK,ALOE,VARY,ENDS
PAWS,SLAW,SOYA,TEST
PECK,ALOE,WADE,SNAP
PEAR,RULE,ORES,DOST
PEAR,RULE,ORES,MOST
PEAR,RULE,ORES,POST
PEAR,RUNE,AREA,YOWL
PECK,ALOE,WALL,SNAP
PAWS,SLEW,SODA,TEST
PEAR,RUNE,ARTS,MOST
PEAR,RUNE,ORAL,POLY
PEAR,RUSE,IRKS,MOST
PAWS,SLIP,SODA,TEEM
PAWS,SLIP,SODA,TEEN
PAWS,SLIP,SODA,TEES
PAWS,SLIP,SOFA,TEEM
PAWS,SLIP,SOFA,TEEN
PAWS,SLIP,SOFA,TEES
PAWS,SLIP,SORE,TEED
PAWS,SLIT,SORE,TEEM
PECK,AXLE,PAIN,AMPS
PATS,SURE,STAT,TOMS
PATS,SURE,STAT,TOPS
PATS,SURE,STAT,TOYS
PATS,SURE,STEW,TOES
PATS,SURE,STOW,TOTS
PATS,SURE,STUN,TOED
PAWS,SLOE,SOON,TEST
PECK,AXLE,PEON,ACTS
PAWS,SLOE,SOOT,TEDS
PAWS,SLOE,SORE,TEDS
PAWS,SLOE,SORE,TEED
PAWS,SLOE,SORE,TEEM
PAWS,SLOE,SORE,TEEN
PAWS,SLOE,SORE,TEES
PAWS,SLOE,SORE,TEMP
PAWS,SLOE,SORE,TEND
PAWS,SLOE,SORE,TENS
PAWS,SLOE,SORT,TEDS
PAWS,SLOE,SORT,TEES
PAWS,SLOE,SORT,TENS
PECK,AXLE,RAIN,AMPS
PAWS,SLOE,SOWN,TEST
PAWS,SLOE,STEW,TOSS
PAWS,SLOE,STOW,TOSS
PEAT,HALO,USER,TEST
PECK,AXLE,REIN,ACTS
PECK,AXLE,REIN,ASPS
PECK,AXLE,SPAN,SODS
PECK,AXLE,SPAN,SONS
PECK,AXLE,SPAN,SOPS
PECK,AXLE,SPAN,SOWS
PECK,AXLE,SPAN,TOMS
PECK,AXLE,SPAN,TONS
PECK,AXLE,SPAN,TOPS
PECK,AXLE,SPAN,TOYS
PECK,AXLE,SPAR,TOMB
PEAS,LUBE,AREA,NODS
PAWS,SLOP,SORE,TEED
PAWS,SLOP,SORE,TEND
PECK,AXLE,SPAY,SODS
PECK,AXLE,SPAY,SONS
PECK,AXLE,SPAY,SOPS
PECK,AXLE,SPAY,SOWS
PECK,AXLE,SPAY,TOMS
PECK,AXLE,SPAY,TONS
PECK,AXLE,SPAY,TOPS
PECK,AXLE,SPAY,TOYS
PEAS,LUBE,UREA,GODS
PECK,AXLE,SPIN,SOPS
PECK,AXLE,SPIN,SOTS
PECK,AXLE,SPIN,TOPS
PECK,AXLE,SPIN,TOTS
PEAS,LUBE,UREA,SODS
PEAS,LUBE,UREA,SOTS
PECK,AXLE,SPUN,SOBS
PECK,AXLE,SPUN,TOES
PEAS,LUGE,AREA,NODS
PEAS,LUGE,UREA,GODS
PEAS,LUGE,UREA,MOSS
PEAS,LUGE,UREA,MOST
PEAR,ULNA,BATS,SNIP
PEAS,LUGE,UREA,SODS
PEAS,LULL,AREA,NOSY
PEAT,HARE,UREA,TSAR
PEAT,HARE,USED,TEAS
PEAT,HARE,USER,TEAM
PEAT,HARE,USES,TEAT
PAWS,SLOT,SORE,TEEM
PAWS,SLOT,SORE,TEMP
PEAS,LULL,UREA,MOST
PEAR,ULNA,PATS,SNIP
PEAS,LURE,ARIA,NODS
PEAS,LURE,ORCA,DOSS
PEAS,LURE,ORCA,DOST
PEAS,LURE,ORCA,POSS
PEAS,LURE,ORCA,POST
PEAS,LURE,ORCA,TOSS
PEAS,LURE,UREA,GOAL
PEAS,LURE,UREA,GOAT
PEAS,LURE,UREA,MOAT
PEAS,LURE,UREA,MOSS
PEAS,LURE,UREA,MOST
PEAS,LURE,UREA,SOAR
PECK,ECHO,TRIO,SUCK
PECK,ECHO,TRIO,SUNK
PATS,UNIT,BADE,SLEW
PATS,UNIT,BAKE,SLEW
PATS,UNIT,BALE,SLEW
PATS,UNIT,BANE,SLEW
PATS,UNIT,BARE,SLEW
PATS,UNIT,CODE,KNEW
PATS,UNIT,COKE,KNEW
PATS,UNIT,COME,KNEW
PATS,UNIT,CONE,KNEW
PATS,UNIT,CORE,KNEW
PATS,UNIT,FADE,FLEW
PATS,UNIT,FAKE,FLEW
PATS,UNIT,FAME,FLEW
PEAT,HUGE,AREA,TOSS
PATS,UNIT,FARE,FLEW
PECS,ACHE,CHAT,TOPS
PECS,ACHE,CHAT,TORS
PEAT,HUGE,UREA,TOSS
PECS,ACHE,CHIC,EONS
PECS,ACHE,CHIC,TONS
PECS,ACHE,CHIC,TOPS
PECS,ACHE,CHIC,TOTS
PECS,ACHE,CHIT,EONS
PECS,ACHE,CHIT,TONS
PECS,ACHE,CHIT,TOPS
PECS,ACHE,CHOC,TOPS
PECS,ACHE,CHOW,TOPS
PEAT,HULA,ARTS,TOOK
PATS,UNIT,GALE,SLEW
PECS,ACHE,CRAW,TURN
PECS,ACHE,CRAW,TUTS
PATS,UNIT,GAME,SLEW
PECK,EVEN,AIDE,SLEW
PECS,ACHE,DHOW,SOPS
PECS,ACHE,DHOW,SOWN
PECS,ACHE,DHOW,SOWS
PECS,ACHE,DRAT,SUPS
PECS,ACHE,DRAW,SUPS
PECS,ACHE,IRON,DUCT
PECK,EVEN,TIDE,SLEW
PECK,EVEN,WIDE,SLEW
PECS,ACHE,SHAM,TOPI
PECS,ACHE,SHAT,SOPS
PECS,ACHE,SHAT,SOTS
PECS,ACHE,SHAT,TOPS
PECS,ACHE,SHAT,TORS
PECS,ACHE,SHAT,TOTS
PATS,UNIT,MENU,AWED
PECS,ACHE,SHIT,SODS
PECS,ACHE,SHIT,SONS
PECS,ACHE,SHIT,SOPS
PECS,ACHE,SHIT,SOTS
PECS,ACHE,SHIT,TONS
PECS,ACHE,SHIT,TOPS
PECS,ACHE,SHIT,TOTS
PECS,ACHE,SHOE,SOCK
PECS,ACHE,SHOE,SOPS
PECS,ACHE,SHOE,SOWN
PECS,ACHE,SHOE,SOWS
PECS,ACHE,SHOE,TOPS
PECS,ACHE,SHOE,TOWN
PECS,ACHE,SHOT,SOPS
PECS,ACHE,SHOT,SOWS
PECS,ACHE,SHOT,TOPS
PECS,ACHE,SHOW,SOPS
PECS,ACHE,SHOW,SOWN
PECS,ACHE,SHOW,SOWS
PECS,ACHE,SHOW,TOPS
PECS,ACHE,SHOW,TOWN
PATS,UNIT,MODE,ANEW
PATS,UNIT,MOLE,ANEW
PECS,ACHE,SHUT,TOGS
PECS,ACHE,SHUT,TOMS
PECS,ACHE,THAW,HOPS
PECS,ACHE,THAW,HORN
PECS,ACHE,THAW,HOTS
PATS,UNIT,MONO,ANEW
PECS,ACHE,THAW,SOPS
PECS,ACHE,THAW,SOTS
PECS,ACHE,THEN,SOFT
PATS,UNIT,NAME,SLEW
PECK,ICON,ERGO,DUST
PECK,ICON,ERGO,RUST
PECS,ACHE,TROT,SUPS
PATS,UNIT,NODE,KNEW
PECS,ACHE,TRUE,HUGS
PECS,ACHE,TRUE,HUMP
PECS,ACHE,TRUE,HUMS
PECK,ICON,SHOE,SOLE
PECS,ACHE,TRUE,SUMP
PECS,ACHE,TRUE,SUMS
PECK,ICON,TRIO,AUNT
PECS,ACHE,WHET,SOWS
PECK,ICON,TRIO,HUNT
PECS,ACHE,WHEW,SOWN
PECS,ACHE,WHEW,SOWS
PEAS,OMIT,LIDO,STEP
PEAS,OMIT,LIDO,STEW
PECS,ACHE,WHIT,NODS
PATS,UNIT,PALE,SLEW
PECS,ACHE,WHIT,SODS
PECS,ACHE,WHIT,SONS
PECS,ACHE,WHIT,SOPS
PECS,ACHE,WHIT,SOTS
PATS,UNIT,PANE,SLEW
PECS,ACHE,WRIT,NUNS
PECS,ACHE,WRIT,NUTS
PECS,ACHE,WRIT,SUDS
PECS,ACHE,WRIT,SUNS
PECS,ACHE,WRIT,SUPS
PATS,UNIT,PARE,SLEW
PATS,UNIT,POKE,ANEW
PATS,UNIT,POLE,ANEW
PATS,UNIT,POLO,ANEW
PATS,UNIT,PORE,ANEW
PECS,ACRE,CHAT,TOGS
PECS,ACRE,CHAT,TOMS
PECS,ACRE,CHAT,TOPS
PECS,ACRE,CHEW,TOWN
PECS,ACRE,CHOC,TOPS
PECS,ACRE,CHOW,TOPS
PECS,ACRE,CHOW,TOWN
PAWS,SURE,STAT,TOPS
PAWS,SURE,STEW,TONS
PECS,ACRE,CRAW,TUBS
PECS,ACRE,CRAW,TUGS
PECS,ACRE,CRAW,TUMS
PECS,ACRE,DHOW,SOPS
PECS,ACRE,DHOW,SOWN
PECS,ACRE,DHOW,SOWS
PECS,ACRE,DRAT,SUBS
PECS,ACRE,DRAT,SUMS
PECS,ACRE,DRAT,SUPS
PECS,ACRE,DRAW,SUBS
PECS,ACRE,DRAW,SUMS
PECS,ACRE,DRAW,SUPS
PECS,ACRE,DREW,SUDS
PATS,UNIT,SAKE,SLEW
PATS,UNIT,SALE,SLEW
PATS,UNIT,SANE,SLEW
PECS,ACRE,IRON,DUCT
PEAT,ITCH,ECRU,SHED
PATS,UNIT,TAKE,SLEW
PATS,UNIT,TALE,SLEW
PATS,UNIT,TAME,SLEW
PATS,UNIT,TARE,SLEW
PATS,UNIT,TARO,SLEW
PECS,ACRE,SHAM,TOPI
PECS,ACRE,SHAT,SOBS
PECS,ACRE,SHAT,SOPS
PECS,ACRE,SHAT,SOWS
PECS,ACRE,SHAT,TOGS
PECS,ACRE,SHAT,TOMS
PECS,ACRE,SHAT,TOPS
PECS,ACRE,SHIT,SOBS
PECS,ACRE,SHOE,SOCK
PECS,ACRE,SHOE,SOPS
PECS,ACRE,SHOE,SOWN
PECS,ACRE,SHOE,SOWS
PECS,ACRE,SHOE,TOPS
PECS,ACRE,SHOE,TOWN
PECS,ACRE,SHOT,SOPS
PECS,ACRE,SHOT,SOWS
PECS,ACRE,SHOT,TOPS
PECS,ACRE,SHOW,SOPS
PECS,ACRE,SHOW,SOWN
PECS,ACRE,SHOW,SOWS
PECS,ACRE,SHOW,TOPS
PECS,ACRE,SHOW,TOWN
PECS,ACRE,SHUT,SODS
PECS,ACRE,THAW,HOBS
PECS,ACRE,THAW,HOGS
PECS,ACRE,THAW,HOPS
PECS,ACRE,THAW,SOBS
PECS,ACRE,THAW,SOPS
PECS,ACRE,THAW,SOWN
PECS,ACRE,THAW,SOWS
PECS,ACRE,TREE,SUDS
PEAT,LACE,ORES,PSST
PATS,UREA,BEAK,SALE
PATS,UREA,BEAK,SARI
PATS,UREA,BEAK,SATE
PECS,ACRE,TROT,SUPS
PATS,UREA,BEAN,SAKE
PATS,UREA,BEAN,SALE
PATS,UREA,BEAN,SATE
PECS,ACRE,TRUE,SUDS
PECS,ACRE,WHET,NODS
PECS,ACRE,WHET,SODS
PECS,ACRE,WHET,SOWS
PATS,UREA,BEAR,SAKI
PECS,ACRE,WHEW,NODS
PECS,ACRE,WHEW,SODS
PECS,ACRE,WHEW,SOWN
PECS,ACRE,WHEW,SOWS
PATS,UREA,BEAT,SAKE
PATS,UREA,BEAT,SALE
PEAT,LACE,USED,MESS
PECS,ACRE,WHIT,NOBS
PECS,ACRE,WHIT,SOBS
PATS,UREA,BEEF,SANE
PECS,ACRE,WRIT,NUBS
PECS,ACRE,WRIT,SUBS
PATS,UREA,BEEP,SASS
PAWS,UNIT,BADE,SLEW
PATS,UREA,BEET,SANE
PAWS,UNIT,BAKE,SLIM
PAWS,UNIT,BAKE,SLIP
PATS,UREA,BELT,SALE
PAWS,UNIT,BANE,SLEW
PAWS,UNIT,BANE,SLOP
PAWS,UNIT,BANE,SLOW
PAWS,UNIT,BARE,SLEW
PATS,UREA,BERG,SANE
PAWS,UNIT,BASE,SLEW
PATS,UREA,BERK,SANE
PAWS,UNIT,BONE,SNOW
PATS,UREA,BILK,SALE
PATS,UREA,CELL,KALE
PATS,UREA,CENT,EASE
PEAT,LAME,ASPS,NEST
PATS,UREA,FEAT,FAKE
PATS,UREA,FEAT,FAME
PATS,UREA,FEAT,FARE
PATS,UREA,FEAT,FATE
PATS,UREA,FEEL,FADE
PATS,UREA,FEEL,FAME
PATS,UREA,FEEL,FAST
PATS,UREA,FEES,FADS
PATS,UREA,FEES,FANS
PAWS,UNIT,CODE,KNEW
PATS,UREA,FEET,FADE
PATS,UREA,FEET,FAME
PATS,UREA,FENS,FADS
PATS,UREA,FENS,FATS
PATS,UREA,FERN,FAME
PATS,UREA,FERN,FANG
PAWS,UNIT,CONE,KNEW
PAWS,UNIT,CONE,KNOW
PATS,UREA,FESS,FATS
PAWS,UNIT,COPE,KNEW
PAWS,UNIT,CORE,KNEW
PECK,LURE,ORAL,POMP
PATS,UREA,FIAT,FAKE
PATS,UREA,FIAT,FAME
PATS,UREA,FIAT,FARE
PATS,UREA,FIAT,FATE
PATS,UREA,FIEF,FADE
PATS,UREA,FIEF,FAME
PATS,UREA,FINK,FADE
PATS,UREA,FINK,FATE
PEAT,LANE,USED,MEWS
PEAT,LANE,USED,SEWS
PATS,UREA,FINS,FADS
PATS,UREA,FINS,FATS
PAWS,UNIT,FADE,FLEW
PEAT,LANE,USER,SEWN
PATS,UREA,FIRS,FANS
PAWS,UNIT,FAKE,FLIP
PATS,UREA,FIST,FATE
PAWS,UNIT,FARE,FLEW
PATS,UREA,GEAR,SAKI
PATS,UREA,GEEK,SANE
PATS,UREA,GEMS,SAPS
PATS,UREA,GILT,SALE
PECS,AGUE,POSE,ASPS
PECS,AGUE,POST,ASPS
PATS,UREA,GIRL,SANE
PATS,UREA,GIRT,SANE
PEAT,LAVA,USER,GYRO
PATS,UREA,KEEL,EASE
PATS,UREA,KEEL,EAST
PEAT,LAVA,USER,MERE
PATS,UREA,KEEN,EASE
PECS,AGUE,ROSE,ASPS
PAWS,UNIT,GAPE,SLEW
PATS,UREA,KENS,EATS
PATS,UREA,KENT,EASE
PAWS,UNIT,GENE,SWOP
PAWS,UNIT,GONE,SNOW
PATS,UREA,KING,EASE
PATS,UREA,KING,EATS
PATS,UREA,KINK,EASE
PAWS,UNIT,LANE,PLOP
PAWS,UNIT,LANE,PLOW
PATS,UREA,KISS,EATS
PATS,UREA,LEAF,LAKE
PATS,UREA,LEAF,LAME
PATS,UREA,LEAF,LATE
PATS,UREA,LEAF,PALE
PATS,UREA,LEAF,PARE
PATS,UREA,LEAF,PATE
PATS,UREA,LEAK,LAKE
PATS,UREA,LEAK,LAME
PATS,UREA,LEAK,LATE
PATS,UREA,LEAK,PALE
PATS,UREA,LEAK,PARE
PATS,UREA,LEAK,PATE
PATS,UREA,LEAN,LAKE
PATS,UREA,LEAN,LAME
PATS,UREA,LEAN,LARD
PATS,UREA,LEAN,LARK
PATS,UREA,LEAN,LATE
PATS,UREA,LEAN,PALE
PATS,UREA,LEAN,PARE
PATS,UREA,LEAN,PARK
PATS,UREA,LEAN,PATE
PATS,UREA,LEAP,LAMS
PATS,UREA,LEAP,LASS
PATS,UREA,LEAP,PALS
PATS,UREA,LEAP,PASS
PATS,UREA,LEEK,LAME
PATS,UREA,LEEK,LANE
PATS,UREA,LEEK,PANE
PATS,UREA,LEES,LADS
PATS,UREA,LEES,LAMS
PATS,UREA,LEES,LASH
PATS,UREA,LEES,LASS
PATS,UREA,LEES,PADS
PATS,UREA,LEES,PANS
PATS,UREA,LEES,PASS
PATS,UREA,LENS,LADS
PATS,UREA,LENS,LASH
PATS,UREA,LENS,LASS
PATS,UREA,LENS,LATH
PATS,UREA,LENS,PADS
PATS,UREA,LENS,PASS
PATS,UREA,LENS,PATH
PATS,UREA,LENT,LATE
PATS,UREA,LENT,PATE
PATS,UREA,LESS,LATH
PATS,UREA,LESS,PATH
PATS,UREA,LIDS,LASH
PATS,UREA,LIDS,LASS
PATS,UREA,LIDS,PASS
PECS,ALIT,PATE,ANEW
PECS,ALIT,RATE,ANEW
PECS,ALIT,RATE,KNEW
PATS,UREA,LIEN,LAME
PATS,UREA,LIEN,LAND
PATS,UREA,LIEN,LANE
PATS,UREA,LIEN,LANK
PATS,UREA,LIEN,PANE
PATS,UREA,LIEN,PANG
PATS,UREA,LIES,LADS
PATS,UREA,LIES,LAMS
PATS,UREA,LIES,LASH
PATS,UREA,LIES,LASS
PATS,UREA,LIES,PADS
PATS,UREA,LIES,PANS
PATS,UREA,LIES,PASS
PATS,UREA,LILT,PALE
PATS,UREA,LILY,PALS
PAWS,UNIT,MANE,PLOP
PAWS,UNIT,MANE,PLOW
PATS,UREA,LIMP,LAPS
PATS,UREA,LINK,LATE
PATS,UREA,LINK,PATE
PATS,UREA,LINT,LATE
PATS,UREA,LINT,PATE
PATS,UREA,LIST,LATE
PATS,UREA,LIST,PATE
PAWS,UNIT,MENU,AWED
PATS,UREA,MEAL,PALE
PATS,UREA,MEAL,PARE
PATS,UREA,MEAL,PART
PATS,UREA,MEAL,PAST
PATS,UREA,MEAL,PATE
PATS,UREA,MEAL,PSST
PATS,UREA,MEAN,PALE
PATS,UREA,MEAN,PARE
PATS,UREA,MEAN,PARK
PATS,UREA,MEAN,PATE
PATS,UREA,MEAT,PALE
PATS,UREA,MEAT,PARE
PATS,UREA,MEAT,PATE
PAWS,UNIT,MODE,ANEW
PATS,UREA,MEEK,PANE
PATS,UREA,MEET,PANE
PAWS,UNIT,MONO,ANEW
PATS,UREA,MELT,PALE
PAWS,UNIT,MOPE,ANEW
PATS,UREA,MESS,PATH
PATS,UREA,MIEN,PANE
PATS,UREA,MIEN,PANG
PEAT,LONE,ONUS,PSST
PECS,ALOE,CARE,ENDS
PATS,UREA,MILK,PALE
PATS,UREA,MILL,PALE
PEAT,LOPE,ONES,PSST
PECS,ALOE,CART,ENDS
PATS,UREA,MINK,PATE
PATS,UREA,MINT,PATE
PEAT,LORE,ONES,PSST
PATS,UREA,MISS,PATH
PAWS,UNIT,NANA,SLOB
PAWS,UNIT,NANA,SLOG
PAWS,UNIT,NANA,SLOT
PATS,UREA,MIST,PATE
PAWS,UNIT,NAPE,SLEW
PAWS,UNIT,NODE,KNEW
PECS,ALOE,DALE,SNAP
PAWS,UNIT,NOSE,KNEW
PECS,ALOE,DAME,SNAP
PATS,UREA,NEAR,SAKI
PATS,UREA,NEAT,KALE
PATS,UREA,NEAT,SAKE
PATS,UREA,NEAT,SALE
PATS,UREA,NEAT,TAKE
PATS,UREA,NEAT,TALE
PATS,UREA,NEAT,TAME
PATS,UREA,NEAT,TARE
PECK,OMEN,LIDO,STEW
PEAS,RARE,ORCA,PSST
PATS,UREA,PEAK,SALE
PATS,UREA,PEAK,SARI
PATS,UREA,PEAK,SATE
PATS,UREA,PEAL,SAKE
PATS,UREA,PEAL,SATE
PATS,UREA,PEAR,SAKI
PEAT,LUBE,AREA,NODS
PATS,UREA,PEAS,ASKS
PAWS,UNIT,PANE,SLEW
PAWS,UNIT,PANE,SLOP
PAWS,UNIT,PANE,SLOW
PECS,ALOE,GALA,ENDS
PECS,ALOE,GALE,ENDS
PEAT,LUBE,UREA,GODS
PATS,UREA,PEAT,SAKE
PATS,UREA,PEAT,SALE
PEAT,LUBE,UREA,SODS
PEAT,LUBE,UREA,SOTS
PAWS,UNIT,PARE,SLEW
PEAT,LUGE,AREA,NODS
PATS,UREA,PEEK,SANE
PATS,UREA,PEEL,SANE
PAWS,UNIT,POKE,SNIP
PEAT,LUGE,ORES,DOST
PEAT,LUGE,ORES,POST
PATS,UREA,PEEP,SASS
PAWS,UNIT,POPE,ANEW
PECK,OMEN,RIDE,TREE
PAWS,UNIT,PORE,ANEW
PATS,UREA,PELT,SALE
PATS,UREA,PERK,SANE
PEAT,LUGE,UREA,GODS
PAWS,UNIT,POSE,ANEW
PEAT,LUGE,UREA,MOSS
PEAT,LUGE,UREA,MOST
PEAT,LUGE,UREA,SODS
PECS,ALOE,ISLE,DEAD
PECS,ALOE,ISLE,DEAN
PECS,ALOE,ISLE,LEAD
PECS,ALOE,ISLE,LEAK
PECS,ALOE,ISLE,LEAN
PECS,ALOE,ISLE,LEAP
PECK,OMEN,SIDE,STEW
PECS,ALOE,ISLE,LETS
PECK,OMEN,SIDE,TREE
PECS,ALOE,ISLE,NEAR
PECS,ALOE,ISLE,NETS
PECS,ALOE,ISLE,READ
PECS,ALOE,ISLE,REAM
PECS,ALOE,ISLE,REAP
PECS,ALOE,ISLE,REAR
PECS,ALOE,ISLE,REDS
PATS,UREA,PERT,SANE
PATS,UREA,PERV,SANE
PECK,OMEN,TIDE,STEW
PEAT,LURE,ARIA,NODS
PECS,ALOE,LAME,SNAP
PATS,UREA,PIES,ADDS
PATS,UREA,PING,ADDS
PEAT,LURE,ORCA,DOSS
PEAT,LURE,ORCA,DOST
PATS,UREA,PING,SASS
PATS,UREA,PING,SATE
PEAT,LURE,ORCA,POSS
PEAT,LURE,ORCA,POST
PEAT,LURE,ORCA,TOSS
PEAT,LURE,ORCS,DOST
PEAT,LURE,ORCS,POST
PATS,UREA,PINK,SATE
PATS,UREA,PINS,ADDS
PEAT,LURE,ORES,DOST
PEAT,LURE,ORES,POST
PEAT,LURE,UREA,GOAL
PEAT,LURE,UREA,GOAT
PEAT,LURE,UREA,MOAT
PEAT,LURE,UREA,MOSS
PEAT,LURE,UREA,MOST
PEAT,LURE,UREA,SOAK
PEAT,LURE,UREA,SOAR
PATS,UREA,REAL,EASE
PATS,UREA,REAL,EAST
PATS,UREA,REAL,LAKE
PATS,UREA,REAL,LAME
PATS,UREA,REAL,LAST
PATS,UREA,REAL,LATE
PATS,UREA,REAL,RAKE
PATS,UREA,REAL,RARE
PATS,UREA,REAL,RATE
PATS,UREA,REAP,EARS
PATS,UREA,REAP,EATS
PATS,UREA,REAP,LAMS
PATS,UREA,REAP,LASS
PATS,UREA,REAP,RAMS
PATS,UREA,REAP,RATS
PECS,ALOE,NADA,GNAT
PATS,UREA,REDS,LASH
PATS,UREA,REDS,LASS
PECS,ALOE,NAME,SNAP
PATS,UREA,REDS,RASH
PATS,UREA,REEF,EASE
PATS,UREA,REEF,LAME
PATS,UREA,REEF,LANE
PATS,UREA,REEK,EASE
PATS,UREA,REEK,LAME
PATS,UREA,REEK,LANE
PATS,UREA,REEK,RANI
PECS,ALOE,NARC,ENDS
PATS,UREA,REEL,EASE
PATS,UREA,REEL,EAST
PATS,UREA,REEL,LAME
PATS,UREA,REEL,LANE
PATS,UREA,REEL,LAST
PATS,UREA,REEL,RANT
PATS,UREA,RENT,EASE
PATS,UREA,RENT,LATE
PATS,UREA,RENT,RATE
PAWS,UNIT,SAFE,SLEW
PATS,UREA,REST,LATE
PATS,UREA,REST,RATE
PATS,UREA,RIDS,LASH
PATS,UREA,RIDS,LASS
PATS,UREA,RIDS,RASH
PAWS,UNIT,SAKE,SLIM
PAWS,UNIT,SAKE,SLIP
PATS,UREA,RIMS,LAPS
PATS,UREA,RIMS,RAPS
PATS,UREA,RING,EASE
PATS,UREA,RING,EATS
PATS,UREA,RING,LADS
PATS,UREA,RING,LASS
PATS,UREA,RING,LATE
PAWS,UNIT,SANE,SLEW
PAWS,UNIT,SANE,SLOP
PAWS,UNIT,SANE,SLOW
PECS,ALOE,PALE,ANTS
PATS,UREA,RING,RATE
PATS,UREA,RING,RATS
PATS,UREA,RINK,EASE
PATS,UREA,RINK,LATE
PATS,UREA,RINK,RATE
